LMWPTPV	0.693625961
SSU72	1.292129729
ILKAP	-1.202818418
PPTC7	-1.422658623
PDP1	0.332437845
PDP2	-1.127172207
PPM1E	0.190249684
PP2D1	-0.379159133
PPM1L	0.984568995
TAB1	-0.455776326
PPM1K	-0.564874847
PPM1H	0.427045649
PPM1J	0.512751312
PPM1M	0.892834586
PHLPP2	1.140822836
PHLPP1	-0.736714326
PHP	1.042403861
RPAP2	-0.569699309
PPP6C	0.530619191
PPP4C	0.807333291
PPP2CB	-0.828013375
PPP2CA	0.296273724
PPP1CA	1.394001629
PPP1CB	0.46922823
PPP1CC	1.130006876
PPP3CA	0.770635205
PPP3CC	0.262222858
PPP3CB	-0.643608232
PPEF1	-0.520813336
PPEF2	-0.416741617
PPP5C	1.199555354
CDC25A	-0.594717664
CDC25C	1.226555348
CDC25B	0.484531725
PPM1N	0.364561237
PPM1B	0.542293929
PPM1A	-1.056382783
PPM1G	-0.276119714
PPM1D	0.899129549
PPM1F	1.121060812
ACP7	-0.380839845
ACP5	1.03981024
SCP3	-0.168158993
HDHD2	-1.32562671
LHPP	1.012574223
PGP	1.119577598
CIN	0.678620567
CECR5	-0.707624532
Dullard	-0.857688537
UBLCP1	1.12547021
TIMM50	0.523860018
SCP2	1.141597782
SCP1	-1.237459377
FCP1	1.301966603
EYA1	-1.163018739
EYA4	-0.811814707
EYA2	1.32724261
EYA3	-0.59966861
CTDSPL2	-0.96824124
ALPP2	-0.675511365
ALPP	-0.795161981
ALP1	0.942501834
ALPL	0.13438524
ACP2	-1.209291147
TIGAR	0.812149653
PGAM1	0.71711937
PGAM4	-0.471025086
PGAM2	0.829471729
BPGM	-0.728015984
ACPP	-0.986935392
PFKFB2	-1.286310848
ACPT	-0.335567279
ACP6	0.839111552
PXYLP1	1.323719852
PPIP5K1	0.399317179
PPIP5K2	1.028933914
MINPP1	-1.135444593
PFKFB3	-0.67080027
PFKFB1	0.637405041
PFKFB4	-1.222726221
PGAM5	1.018461785
UBASH3B	1.26652268
UBASH3A	-0.306294817
DUSP22	-1.203365708
DUSP7	-1.001935304
INPP5F	0.582163918
SACM1L	-1.178302885
SYNJ1	-1.213840663
FIG4	1.056317218
MTMR9	-0.561011106
MTMR1	-0.564419761
MTMR2	1.329061268
MTM1	0.829622401
MTMR7	-1.024810695
MTMR6	1.278005798
MTMR8	0.755614491
MTMR10	-0.397308771
MTMR11	-0.328962836
MTMR12	0.502777704
SBF2	0.953053707
SBF1	1.110404692
MTMR4	1.03271134
MTMR3	-0.563465509
PALD1	-0.836924176
PTPN6	-0.801582999
PTPN11	0.643684081
PTPN7	1.163084958
PTPRR	1.279511464
PTPN5	-0.626565543
PTPN22	1.027004998
PTPN12	-1.390503308
PTPN18	0.486939636
PTPN1	0.304241545
PTPN2	-1.273477958
PTPN23	-0.699751934
PTPN14	-1.45304194
PTPN3	0.119517022
PTPN4	0.912405211
PTPRN2	-0.93890808
PTPRN	0.956784486
PTPRF-D2	0.419180134
PTPRD-D2	-0.664732408
PTPRS-D2	0.528607026
PTPRC-D2	0.830288204
PTPRE-D2	-0.932236998
PTPRA-D2	-0.645551283
PTPRG-D2	0.413690411
RPTPZ1-D2	-0.668899344
PTPRT-D2	0.784896282
PTPRM-D2	1.33679691
PTPRK-D2	-1.155637657
PTPRU-D2	-0.780057684
PTPN21	-0.782645229
PTPN20	-0.545225885
PTPRO	0.72115006
PTPRB	0.561576986
PTPRJ	0.857664072
PTPRQ	0.987520188
PTPRH	-1.080009304
PTPRT-D1	-0.614737506
PTPRM-D1	-0.822917589
PTPRU-D1	-0.712431536
PTPRK-D1	1.160273587
PTPRG-D1	1.101102271
PTPRZ-D1	0.93299896
PTPRF-D1	1.300266504
PTPRD-D1	0.953321344
PTPRC-D1	-0.864652711
PTPRS-D1	1.28503382
PTPRE-D1	-1.154685904
PTPRA-D1	-0.781934175
MTMR14	0.164033521
TNS2	0.917712069
TNS3	-0.996416246
TNS1	-0.747192897
GAK	-0.85645915
DNAJC6	-0.462942928
TPTE2	0.380348182
TPTE	-0.332988913
PTEN	-0.939768473
PTPDC1	-1.001492503
CDKN3	1.15277292
PTP4A1	-1.025988698
PTP4A2	0.747681154
PTP4A3	-0.606252001
RNGTT	0.40254623
DUSP11	-0.270011565
DUSP23	-0.999883375
CDC14A	0.537126553
CDC14B	-0.768262771
PTPMT1	0.630824572
DUSP19	1.203273891
DUSP12	0.591843102
DUSP26	-0.937973318
DUSP13	0.930482267
DUPD1	-0.456805254
DUSP3	-1.210050898
DUSP27	1.163831636
DUSP15	-1.328022613
DUSP2	0.521402851
DUSP4	1.021832303
DUSP1	-1.507634833
DUSP5	-0.83745878
DUSP10	0.504263921
DUSP16	-0.6125728
DUSP8	-0.930896966
DUSP6	0.819752014
DUSP9	-0.129758217
STYXL1	1.073258317
STYX	1.046333091
SSH3	-0.822644434
SSH1	-0.787119018
SSH2	1.220133142
Laforin	1.123422416
DUSP21	1.009000243
DUSP18	0.158947629
DUSP14	1.184064933
DUSP28	0.446260547
PTPN9	0.51439706
PTPN13	-0.427119347
SYNJ2	-0.737208574
